branch,commit,feature,path,decision,recordType,subject
codex/f-acc-001-sds,4ecc9d3bb3677ab7a7cbcd867b7ec29418479985,UNMAPPED,docs/design/09-database-design.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 闭合多选题可达分契约
codex/f-acc-001-sds,4ecc9d3bb3677ab7a7cbcd867b7ec29418479985,UNMAPPED,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 闭合多选题可达分契约
codex/f-acc-001-sds,4ecc9d3bb3677ab7a7cbcd867b7ec29418479985,UNMAPPED,docs/design/16-exception-and-idempotency.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 闭合多选题可达分契约
codex/f-acc-001-sds,4ecc9d3bb3677ab7a7cbcd867b7ec29418479985,UNMAPPED,scripts/tests/test_validate_sds_phase2.py,APPLIED_CODE,decision,docs(acceptance): 闭合多选题可达分契约
codex/f-acc-001-sds,4ecc9d3bb3677ab7a7cbcd867b7ec29418479985,UNMAPPED,scripts/validate_sds_phase2.py,APPLIED_CODE,decision,docs(acceptance): 闭合多选题可达分契约
codex/f-acc-001-sds,293293c5cc187bdf2405b9638406e0f97f4c7cb2,F-ACC-002,docs/decisions/0041-satisfaction-questionnaire-result-and-deliverable-source.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 同步可配置问卷实施契约
codex/f-acc-001-sds,293293c5cc187bdf2405b9638406e0f97f4c7cb2,UNMAPPED,docs/engineering/gates/phase-2/gate-status.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 同步可配置问卷实施契约
codex/f-acc-001-sds,293293c5cc187bdf2405b9638406e0f97f4c7cb2,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 同步可配置问卷实施契约
codex/f-acc-001-sds,293293c5cc187bdf2405b9638406e0f97f4c7cb2,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 同步可配置问卷实施契约
codex/f-acc-001-sds,293293c5cc187bdf2405b9638406e0f97f4c7cb2,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,docs(acceptance): 同步可配置问卷实施契约
codex/f-acc-001-sds,b7231e73eacd0697b7c597a9ed494a5bbfd407a4,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 实现可配置问卷确定性计分
codex/f-acc-001-sds,98feb4564a8c6cbdae37c4c340fc92fa6827958b,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 形成满意度判定结果事务
codex/f-acc-001-sds,e83cda3ff05dc97bbaa145871adb8148faee5790,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通公开满意度答卷判定
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,F-ACC-002,docs/decisions/0041-satisfaction-questionnaire-result-and-deliverable-source.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,UNMAPPED,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,UNMAPPED,docs/design/13-file-design.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,UNMAPPED,docs/design/16-exception-and-idempotency.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,F-ACC-002,docs/superpowers/plans/2026-08-30-f-acc-002-satisfaction-questionnaire-result-deliverable-sync.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,F-ACC-002,specs/features/F-ACC-002-physical-contract.json,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,4f6d51bd67867c1acd2e4afa9b6bacd6cae33147,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,docs(acceptance): 锁定grant上传Response身份
codex/f-acc-001-sds,98e4ae22a7f2f7dd3056ce674cbadaf6f865eafe,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通受控问卷文件上传
codex/f-acc-001-sds,98e4ae22a7f2f7dd3056ce674cbadaf6f865eafe,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通受控问卷文件上传
codex/f-acc-001-sds,57b2dcd223b9cf685e2aff648003b54f03e82de8,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 绑定grant上传重放身份
codex/f-acc-001-sds,57b2dcd223b9cf685e2aff648003b54f03e82de8,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,fix(acceptance): 绑定grant上传重放身份
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,docs/design/11-event-design.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,docs/superpowers/plans/2026-08-30-f-acc-002-satisfaction-questionnaire-result-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,specs/features/F-ACC-002-physical-contract.json,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,0f3769755f59a7a76c0ceec715c67f3af3bf134c,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度结果来源投影
codex/f-acc-001-sds,4a84f6f9e6491c621ff69e0b6b00edba8dfb5eda,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 清理失效满意度来源指针
codex/f-acc-001-sds,4a84f6f9e6491c621ff69e0b6b00edba8dfb5eda,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,fix(acceptance): 清理失效满意度来源指针
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,docs/design/11-event-design.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,docs/superpowers/plans/2026-08-30-f-acc-002-satisfaction-questionnaire-result-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,specs/features/F-ACC-002-physical-contract.json,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,6ec1b2459a436f16d9a87bf03358ab98e0af4bfc,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度待办与归档补偿
codex/f-acc-001-sds,59c34505e7d3d5bfa49d03c165989f521c7d5c6c,F-ACC-002,docs/design/11-event-design.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 分离满意度来源附件序号
codex/f-acc-001-sds,59c34505e7d3d5bfa49d03c165989f521c7d5c6c,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 分离满意度来源附件序号
codex/f-acc-001-sds,59c34505e7d3d5bfa49d03c165989f521c7d5c6c,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,fix(acceptance): 分离满意度来源附件序号
codex/f-acc-001-sds,99a4b412ae259f7b06d5dd1a596b0bab8e38f5a7,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,chore(acceptance): 完成满意度后端任务
codex/f-acc-001-sds,99a4b412ae259f7b06d5dd1a596b0bab8e38f5a7,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,chore(acceptance): 完成满意度后端任务
codex/f-acc-001-sds,0ffaebe3d1c32733abe9955f2733b6fe7cd02349,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度模板管理
codex/f-acc-001-sds,e3cc9eed198272c8cc56291d81c73da6ac837835,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度任务管理
codex/f-acc-001-sds,d00501f486afe5e3b8c73046eda64439ff496449,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度结果管理
codex/f-acc-001-sds,5f4054e56799d3b0009b01e190c5648243e2f68f,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通现场协助答卷
codex/f-acc-001-sds,c1f7c74aeddbd92d885aaed70bcf1abf0126ae6e,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,chore(acceptance): 收口满意度后端任务
codex/f-acc-001-sds,c1f7c74aeddbd92d885aaed70bcf1abf0126ae6e,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,chore(acceptance): 收口满意度后端任务
codex/f-acc-001-sds,0b832c37d0bf152af72e5a5012e46d39c97a2f4f,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,feat(acceptance): 接通满意度前端闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/engineering/evidence/f-acc-002-browser-evidence.json,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/01-satisfaction-workbench.png,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/02-controlled-link-qr.png,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/03-public-questionnaire.png,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/04-results-and-export.png,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,docs/superpowers/plans/2026-08-30-f-acc-002-satisfaction-questionnaire-result-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,486727a3a856fe5de19683f3e7eef1d38b88f6a0,F-ACC-002,pms-module-engineering/src/test/java/cn/iocoder/yudao/module/pms/engineering/preparation/PreparationMySqlIntegrationTest.java,APPLIED_CODE,decision,feat(acceptance): 完成满意度纵向闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser-evidence.json,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/01-assisted-response-dialog.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/01-satisfaction-workbench.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/02-controlled-link-qr.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/03-public-questionnaire.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/04-results-and-export.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,338dcc978825436ac538d0e8c43282094d13d310,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,fix(acceptance): 接通现场协助工作台闭环
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser-evidence.json,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/01-assisted-response-dialog.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/01-satisfaction-workbench.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/02-controlled-link-qr.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/03-public-questionnaire.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,docs/engineering/evidence/f-acc-002-browser/04-results-and-export.png,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,specs/features/F-ACC-002-satisfaction-questionnaire-result-and-deliverable-sync.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,8ed75093f6ca63292388075e070fd1c7eb9babf7,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,fix(acceptance): 闭合满意度历史下载
codex/f-acc-001-sds,58576666af682bed1a5ea8e40043ff77dde4b2c7,F-ACC-002,docs/traceability/requirement-matrix.md,EXCLUDED_NON_CODE,decision,chore(acceptance): 回写满意度实施完成状态
codex/f-acc-001-sds,58576666af682bed1a5ea8e40043ff77dde4b2c7,F-ACC-002,docs/traceability/requirement-version-coverage.json,EXCLUDED_NON_CODE,decision,chore(acceptance): 回写满意度实施完成状态
codex/f-acc-001-sds,58576666af682bed1a5ea8e40043ff77dde4b2c7,F-ACC-002,tasks/features/F-ACC-002.md,EXCLUDED_NON_CODE,decision,chore(acceptance): 回写满意度实施完成状态
codex/f-acc-001-sds,58576666af682bed1a5ea8e40043ff77dde4b2c7,F-ACC-002,-,NO_NET_CODE_CHANGE,decision,chore(acceptance): 回写满意度实施完成状态
prereq-parallel-check-kKiAdn,c5d4550a826567e42289929b8652df9d0b73d6a3,UNMAPPED,AGENTS.md,EXCLUDED_NON_CODE,decision,feat: auto committed
prereq-parallel-check-kKiAdn,c5d4550a826567e42289929b8652df9d0b73d6a3,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,feat: auto committed
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,.gitignore,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/02c-data-ownership-matrix.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/03-system-architecture.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/04-module-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/05-state-machine.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/08-data-model.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/09-database-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/11-event-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/12-integration-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/design/13-file-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,F-INT-012,docs/superpowers/plans/2026-08-28-device-ops-platform-integration.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,F-INT-012,docs/superpowers/specs/2026-08-28-device-ops-platform-integration-design.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,docs/traceability/requirement-matrix.md,EXCLUDED_NON_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,sql/migrations/V207__received_device_ops_integration_foundation.sql,APPLIED_MIGRATION_RENUMBERED,decision,V104 -> V207
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,pms-module-platform/pom.xml,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,pom.xml,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,sql/migrations/V207__received_device_ops_integration_foundation.sql,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/FileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/db/DBFileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/ftp/FtpFileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/local/LocalFileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/s3/S3FileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,8425805911703c3c75387ba7e9bea75dedd6f076,UNMAPPED,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/framework/file/core/client/sftp/SftpFileClient.java,APPLIED_CODE,decision,feat(integration): 建立 Device Ops 集成基础能力
prereq-parallel-check-kKiAdn,d2d1765ffe14233d8041d4b10c871d246c4a9183,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,feat(platform): 实现设备凭证授权与一次性取密
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,F-AST-001,.spec-repo-f-ast-001,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,docs/specification-baseline/README.md,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,docs/specification-baseline/allowlist.json,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,docs/specification-baseline/manifest.json,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,docs/traceability/requirement-matrix.md,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,F-INT-012,specs/features/F-INT-012-device-ops-collection-integration.md,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,specs/features/README.md,EXCLUDED_NON_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,scripts/tests/test_specification_baseline.py,APPLIED_CONFLICT_NEW_FILE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,sql/migrations/V208__received_device_ops_callback_consumption.sql,APPLIED_MIGRATION_RENUMBERED,decision,V106 -> V208
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,scripts/tests/test_specification_baseline.py,APPLIED_CODE,decision,feat(platform): 实现采集回调与结果消费确认
prereq-parallel-check-kKiAdn,cdfbd71a1722f9696c1dbb8713566de9e88ff97c,UNMAPPED,sql/migrations/V208__received_device_ops_callback_consumption.sql,APPLIED_CODE,decision,feat(platform): 实现采集回调与结果消费确认
codex/f-cut-001-matrices,3fe25ae32eea5605dff73fdce5327e8b9eec0b78,F-CUT-001,-,NO_NET_CODE_CHANGE,decision,feat(cutover): 增加风险与调研矩阵发布规则
codex/f-cut-001-matrices,e08898b57e6c7c81e43139881b53ac9d50b4154e,F-CUT-001,-,NO_NET_CODE_CHANGE,decision,feat(cutover): 扩展矩阵类别与绑定必填契约
codex/f-cut-001-matrices,c0dcf2051a0e5d135375ad1dd9cb1f268b87cc38,F-CUT-001,-,NO_NET_CODE_CHANGE,decision,feat(cutover): 联合校验风险与调研矩阵发布
codex/f-cut-001-matrices,45bd0c45f453077d39063d9fcd65381912c16362,F-CUT-001,docs/decisions/open-questions.md,EXCLUDED_NON_CODE,decision,docs(cutover): 登记双机种子名称缺口
codex/f-cut-001-matrices,45bd0c45f453077d39063d9fcd65381912c16362,F-CUT-001,-,NO_NET_CODE_CHANGE,decision,docs(cutover): 登记双机种子名称缺口
